States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
Kerala,KIDNAPPING & ABDUCTION,184,2010,Kidnapping & Abduction,April,Morning,Mumbai,32.1616723,94.49882106,20,18-30,OBC,Widowed,Acquaintance,Student,Unknown
Madhya Pradesh,KIDNAPPING & ABDUCTION,1030,2010,Kidnapping & Abduction,April,Morning,Jalandhar,32.67736497,80.36236688,15,<18,ST,Unmarried,Husband,Unknown,Primary
Maharashtra,KIDNAPPING & ABDUCTION,1124,2010,Kidnapping & Abduction,August,Afternoon,Chennai,22.51158524,72.02543409,20,18-30,Unknown,Married,Unknown,Student,Secondary
Manipur,KIDNAPPING & ABDUCTION,107,2010,Kidnapping & Abduction,June,Morning,Visakhapatnam,20.12033587,68.73586238,48,31-50,OBC,Married,Relative,Labourer,Primary
Meghalaya,KIDNAPPING & ABDUCTION,37,2010,Kidnapping & Abduction,March,Afternoon,Dehradun,16.65303155,81.35539759,31,31-50,Unknown,Widowed,Acquaintance,Working Professional,Secondary
Mizoram,KIDNAPPING & ABDUCTION,0,2010,Kidnapping & Abduction,May,Evening,Chennai,20.98001885,85.39917685,60,51+,OBC,Widowed,Acquaintance,Housewife,Secondary
Nagaland,KIDNAPPING & ABDUCTION,6,2010,Kidnapping & Abduction,April,Afternoon,Shimla,10.85549679,69.7328304,19,18-30,Unknown,Married,Stranger,Labourer,Primary
Odisha,KIDNAPPING & ABDUCTION,912,2010,Kidnapping & Abduction,December,Evening,Bengaluru,13.03302751,81.57086471,25,18-30,General,Unmarried,Relative,Labourer,Secondary
Punjab,KIDNAPPING & ABDUCTION,576,2010,Kidnapping & Abduction,February,Night,Amritsar,8.885061659,76.79273973,20,18-30,OBC,Married,Neighbor,Student,Graduate
Rajasthan,KIDNAPPING & ABDUCTION,2477,2010,Kidnapping & Abduction,January,Night,Patna,27.7669639,92.41975539,20,18-30,General,Married,Husband,Student,Primary
Sikkim,KIDNAPPING & ABDUCTION,6,2010,Kidnapping & Abduction,November,Morning,Shimla,32.29692984,71.89314315,38,31-50,General,Widowed,Relative,Working Professional,Primary
Tamil Nadu,KIDNAPPING & ABDUCTION,1464,2010,Kidnapping & Abduction,July,Afternoon,Thiruvananthapuram,27.20463191,96.10579118,38,31-50,ST,Married,Relative,Labourer,Primary
Tripura,KIDNAPPING & ABDUCTION,91,2010,Kidnapping & Abduction,October,Evening,Chandigarh,9.637538542,87.32266387,57,51+,OBC,Married,Stranger,Working Professional,Secondary
Uttar Pradesh,KIDNAPPING & ABDUCTION,5468,2010,Kidnapping & Abduction,January,Evening,Dhanbad,17.00487672,83.03892601,54,51+,OBC,Married,Relative,Labourer,Secondary
Uttarakhand,KIDNAPPING & ABDUCTION,249,2010,Kidnapping & Abduction,April,Afternoon,Ludhiana,35.95083883,96.44938719,37,31-50,General,Married,Husband,Housewife,Postgraduate
West Bengal,KIDNAPPING & ABDUCTION,2764,2010,Kidnapping & Abduction,April,Morning,Guwahati,11.68132791,69.46651673,20,18-30,General,Divorced,Unknown,Student,Secondary
A&N Islands,KIDNAPPING & ABDUCTION,8,2010,Kidnapping & Abduction,February,Afternoon,Bhopal,13.51259775,89.97680677,61,51+,OBC,Married,Husband,Labourer,Secondary
Chandigarh,KIDNAPPING & ABDUCTION,28,2010,Kidnapping & Abduction,February,Night,Jaipur,21.17627785,96.70217733,16,<18,OBC,Unmarried,Neighbor,Student,Secondary
D&N Haveli,KIDNAPPING & ABDUCTION,10,2010,Kidnapping & Abduction,October,Night,Aligarh,18.46036342,94.28706535,15,<18,OBC,Unmarried,Stranger,Housewife,Primary
Daman & Diu,KIDNAPPING & ABDUCTION,2,2010,Kidnapping & Abduction,January,Morning,Dehradun,13.60502093,79.78879951,42,31-50,ST,Divorced,Husband,Housewife,Secondary
Delhi UT,KIDNAPPING & ABDUCTION,1740,2010,Kidnapping & Abduction,August,Afternoon,Chandigarh,35.63585304,86.39919674,64,51+,ST,Widowed,Relative,Housewife,Primary
Lakshadweep,KIDNAPPING & ABDUCTION,0,2010,Kidnapping & Abduction,October,Night,Dehradun,19.2447074,87.60472796,27,18-30,ST,Married,Husband,Unemployed,Secondary
Puducherry,KIDNAPPING & ABDUCTION,14,2010,Kidnapping & Abduction,November,Evening,Patna,8.359150161,68.75278351,20,18-30,ST,Unmarried,Stranger,Student,Secondary
ALL INDIA K&A,KIDNAPPING & ABDUCTION,29795,2010,Kidnapping & Abduction,December,Evening,Visakhapatnam,34.05911175,95.52658743,42,31-50,OBC,Widowed,Husband,Housewife,Secondary
Andhra Pradesh,DOWRY DEATH,588,2010,Dowry-related,January,Afternoon,Ranchi,9.535678488,89.78453665,20,18-30,ST,Married,Husband,Student,Graduate
Arunachal Pradesh,DOWRY DEATH,0,2010,Dowry-related,April,Morning,Nashik,30.26366607,93.27033461,23,18-30,OBC,Unmarried,Unknown,Housewife,Primary
Assam,DOWRY DEATH,175,2010,Dowry-related,December,Evening,Bhopal,21.08458825,75.53385847,22,18-30,ST,Married,Relative,Unemployed,Primary
Bihar,DOWRY DEATH,1257,2010,Dowry-related,January,Evening,Visakhapatnam,11.52869801,85.58820937,39,31-50,OBC,Divorced,Relative,Unemployed,Secondary
Chhattisgarh,DOWRY DEATH,115,2010,Dowry-related,July,Night,Bhopal,30.23573382,90.80100594,48,31-50,SC,Divorced,Acquaintance,Unknown,Illiterate
Goa,DOWRY DEATH,1,2010,Dowry-related,August,Evening,Bengaluru,12.42769715,69.84160527,20,18-30,ST,Widowed,Relative,Student,Secondary
Gujarat,DOWRY DEATH,19,2010,Dowry-related,April,Afternoon,Amritsar,11.23683472,75.40723534,24,18-30,General,Married,Relative,Student,Secondary
Haryana,DOWRY DEATH,284,2010,Dowry-related,September,Afternoon,Coimbatore,30.03017996,71.77812781,20,18-30,General,Widowed,Acquaintance,Student,Secondary
Himachal Pradesh,DOWRY DEATH,2,2010,Dowry-related,April,Night,Aligarh,18.25444505,72.80718186,50,31-50,OBC,Married,Husband,Unemployed,Secondary
Jammu & Kashmir,DOWRY DEATH,9,2010,Dowry-related,January,Afternoon,Jalandhar,22.63632024,69.01481733,33,31-50,General,Divorced,Husband,Housewife,Postgraduate
Jharkhand,DOWRY DEATH,276,2010,Dowry-related,March,Afternoon,Dhanbad,36.12455896,90.30239184,42,31-50,Unknown,Divorced,Husband,Unemployed,Secondary
Karnataka,DOWRY DEATH,248,2010,Dowry-related,September,Night,Guwahati,31.01380769,86.19492851,40,31-50,Unknown,Married,Acquaintance,Unknown,Secondary
Kerala,DOWRY DEATH,22,2010,Dowry-related,May,Night,Nagpur,30.70662999,87.13004953,27,18-30,General,Unmarried,Husband,Labourer,Graduate
Madhya Pradesh,DOWRY DEATH,892,2010,Dowry-related,April,Night,Howrah,23.07742957,88.77963266,20,18-30,SC,Married,Relative,Student,Primary
Maharashtra,DOWRY DEATH,393,2010,Dowry-related,December,Night,Udaipur,20.71130437,80.67461188,63,51+,OBC,Widowed,Acquaintance,Unknown,Primary
Manipur,DOWRY DEATH,0,2010,Dowry-related,October,Evening,Chandigarh,15.35642197,80.49256152,20,18-30,Unknown,Unmarried,Neighbor,Student,Secondary
Meghalaya,DOWRY DEATH,0,2010,Dowry-related,June,Morning,Kalaburagi,11.34986852,90.32459068,33,31-50,OBC,Married,Acquaintance,Unknown,Graduate
Mizoram,DOWRY DEATH,0,2010,Dowry-related,October,Night,Cuttack,8.336857204,90.80675899,41,31-50,Unknown,Married,Unknown,Housewife,Graduate
Nagaland,DOWRY DEATH,0,2010,Dowry-related,October,Afternoon,Kalaburagi,34.02082463,92.92166536,30,18-30,SC,Married,Relative,Labourer,Secondary
Odisha,DOWRY DEATH,388,2010,Dowry-related,November,Morning,Warangal,28.30272512,83.342164,15,<18,General,Unmarried,Husband,Student,Secondary
Punjab,DOWRY DEATH,121,2010,Dowry-related,June,Morning,Chennai,16.94413255,79.17676211,20,18-30,Unknown,Widowed,Relative,Student,Secondary
Rajasthan,DOWRY DEATH,462,2010,Dowry-related,April,Morning,Amritsar,33.95623998,79.09357831,46,31-50,OBC,Married,Husband,Housewife,Primary
Sikkim,DOWRY DEATH,1,2010,Dowry-related,May,Evening,Raipur,9.699358214,74.96142676,62,51+,General,Married,Neighbor,Housewife,Primary
Tamil Nadu,DOWRY DEATH,165,2010,Dowry-related,March,Evening,Siliguri,36.16039677,89.87746216,37,31-50,OBC,Divorced,Husband,Unknown,Secondary
Tripura,DOWRY DEATH,25,2010,Dowry-related,November,Night,Nashik,22.87231672,95.44213607,48,31-50,OBC,Divorced,Relative,Housewife,Primary
Uttar Pradesh,DOWRY DEATH,2217,2010,Dowry-related,September,Afternoon,Cuttack,35.0643519,93.78323103,39,31-50,General,Married,Husband,Housewife,Graduate
Uttarakhand,DOWRY DEATH,75,2010,Dowry-related,April,Night,Ludhiana,22.58962066,83.69467084,58,51+,SC,Widowed,Husband,Working Professional,Secondary
West Bengal,DOWRY DEATH,507,2010,Dowry-related,July,Morning,Hyderabad,10.98251302,70.02005355,46,31-50,OBC,Married,Acquaintance,Working Professional,Graduate
A&N Islands,DOWRY DEATH,0,2010,Dowry-related,May,Night,Agra,32.07982967,84.59362071,31,31-50,SC,Divorced,Acquaintance,Housewife,Secondary
Chandigarh,DOWRY DEATH,5,2010,Dowry-related,May,Morning,Thiruvananthapuram,25.94446653,92.26692266,44,31-50,OBC,Married,Acquaintance,Housewife,Graduate
D&N Haveli,DOWRY DEATH,0,2010,Dowry-related,January,Afternoon,Patna,11.69040145,86.27096917,29,18-30,OBC,Unmarried,Acquaintance,Unemployed,Primary
Daman & Diu,DOWRY DEATH,0,2010,Dowry-related,September,Morning,Visakhapatnam,26.66700683,75.06089599,21,18-30,General,Unmarried,Relative,Student,Primary
Delhi UT,DOWRY DEATH,143,2010,Dowry-related,October,Evening,Ludhiana,34.2859553,68.98064745,50,31-50,OBC,Divorced,Relative,Housewife,Unknown
Lakshadweep,DOWRY DEATH,0,2010,Dowry-related,December,Night,Pune,36.76887328,77.11558347,53,51+,ST,Widowed,Husband,Labourer,Postgraduate
Puducherry,DOWRY DEATH,1,2010,Dowry-related,March,Night,Bhopal,16.9378443,88.14402942,19,18-30,General,Married,Acquaintance,Housewife,Unknown
ALL INDIA,DOWRY DEATH,8391,2010,Dowry-related,November,Evening,Thiruvananthapuram,36.19225766,92.19865882,20,18-30,General,Married,Unknown,Student,Secondary
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4634,2010,Assault & Modesty-related,November,Evening,Bhopal,12.68844961,89.6674042,44,31-50,General,Married,Acquaintance,Working Professional,Secondary
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,84,2010,Assault & Modesty-related,July,Evening,Bhubaneswar,32.62416968,87.25869931,56,51+,General,Widowed,Stranger,Housewife,Unknown
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1400,2010,Assault & Modesty-related,September,Morning,Siliguri,15.95762409,73.91235665,52,51+,SC,Married,Relative,Housewife,Secondary
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,534,2010,Assault & Modesty-related,August,Evening,Jaipur,12.74583646,94.74626728,29,18-30,OBC,Married,Stranger,Working Professional,Secondary
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1706,2010,Assault & Modesty-related,January,Afternoon,Kota,23.51807362,71.29927541,22,18-30,OBC,Married,Relative,Working Professional,Graduate
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,36,2010,Assault & Modesty-related,June,Night,Madurai,31.48205837,94.51210969,28,18-30,General,Unmarried,Husband,Unknown,Graduate
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,668,2010,Assault & Modesty-related,November,Night,Jalandhar,34.02771188,87.46824351,49,31-50,Unknown,Married,Husband,Housewife,Graduate
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,476,2010,Assault & Modesty-related,November,Afternoon,Jodhpur,19.69061777,86.20549106,20,18-30,General,Married,Husband,Student,Secondary
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,350,2010,Assault & Modesty-related,July,Night,Jodhpur,15.96152404,88.38336394,63,51+,General,Widowed,Husband,Housewife,Graduate
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1038,2010,Assault & Modesty-related,September,Evening,Aligarh,31.00216434,93.78034268,20,18-30,SC,Married,Husband,Student,Secondary
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,245,2010,Assault & Modesty-related,June,Night,Dhanbad,15.20692437,95.03158388,38,31-50,Unknown,Married,Acquaintance,Unemployed,Secondary
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2544,2010,Assault & Modesty-related,December,Afternoon,Pune,12.32147915,86.81795405,36,31-50,OBC,Married,Husband,Housewife,Secondary
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2936,2010,Assault & Modesty-related,July,Evening,Warangal,20.88769111,92.71158691,29,18-30,SC,Married,Neighbor,Working Professional,Secondary
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6646,2010,Assault & Modesty-related,July,Morning,Indore,27.87372517,76.12957695,42,31-50,OBC,Married,Stranger,Housewife,Unknown
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3661,2010,Assault & Modesty-related,March,Morning,Mumbai,31.72166367,84.2083876,64,51+,OBC,Widowed,Husband,Unknown,Primary
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31,2010,Assault & Modesty-related,May,Evening,Howrah,20.35464689,96.01455936,38,31-50,SC,Divorced,Relative,Housewife,Secondary
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,48,2010,Assault & Modesty-related,July,Night,Amritsar,8.885112553,95.13576124,57,51+,SC,Married,Husband,Labourer,Secondary
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,75,2010,Assault & Modesty-related,March,Afternoon,Kolkata,19.30455929,71.69914782,20,18-30,General,Widowed,Relative,Student,Secondary
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,2010,Assault & Modesty-related,September,Evening,Siliguri,16.90605166,96.96737248,20,18-30,SC,Widowed,Stranger,Student,Secondary
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2905,2010,Assault & Modesty-related,August,Afternoon,Kolkata,12.05633347,91.68004263,48,31-50,SC,Married,Relative,Housewife,Graduate
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,349,2010,Assault & Modesty-related,April,Morning,Ranchi,33.30065654,88.34286487,50,31-50,OBC,Married,Husband,Housewife,Primary
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2339,2010,Assault & Modesty-related,April,Evening,Nagpur,22.65717608,88.50310398,57,51+,Unknown,Widowed,Neighbor,Housewife,Secondary
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,2010,Assault & Modesty-related,May,Evening,Warangal,21.81630538,85.90939822,44,31-50,General,Married,Unknown,Housewife,Unknown
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1405,2010,Assault & Modesty-related,December,Afternoon,Jodhpur,24.26990094,83.93425637,19,18-30,ST,Married,Acquaintance,Working Professional,Graduate
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,376,2010,Assault & Modesty-related,March,Morning,Mumbai,35.09016281,92.79254055,30,18-30,OBC,Unmarried,Stranger,Housewife,Secondary
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2793,2010,Assault & Modesty-related,August,Morning,Kalaburagi,13.83648453,92.38878046,25,18-30,General,Unmarried,Stranger,Housewife,Secondary
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,125,2010,Assault & Modesty-related,January,Evening,Visakhapatnam,12.07564432,76.07386636,20,18-30,ST,Married,Relative,Unemployed,Graduate
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2465,2010,Assault & Modesty-related,September,Afternoon,Jodhpur,10.579821,72.82588741,23,18-30,OBC,Married,Husband,Unknown,Primary
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31,2010,Assault & Modesty-related,July,Evening,Guwahati,12.57705839,74.79102884,39,31-50,SC,Married,Relative,Housewife,Secondary
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,29,2010,Assault & Modesty-related,July,Night,Coimbatore,9.396604882,77.23498685,22,18-30,General,Unmarried,Stranger,Housewife,Graduate
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,2010,Assault & Modesty-related,September,Morning,Dhanbad,10.20202258,71.43124384,21,18-30,Unknown,Married,Neighbor,Labourer,Graduate
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,2010,Assault & Modesty-related,September,Morning,Indore,32.16153949,68.17202771,23,18-30,Unknown,Unmarried,Relative,Housewife,Unknown
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,601,2010,Assault & Modesty-related,March,Evening,Jodhpur,22.15719353,93.07187421,64,51+,General,Widowed,Husband,Housewife,Primary
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2010,Assault & Modesty-related,July,Evening,Coimbatore,24.45119922,80.90248085,57,51+,OBC,Widowed,Husband,Unemployed,Primary
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,46,2010,Assault & Modesty-related,April,Evening,Howrah,19.55884042,87.04329957,49,31-50,SC,Married,Stranger,Unemployed,Secondary
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,40613,2010,Assault & Modesty-related,May,Morning,Kota,25.30323241,92.46098794,40,31-50,General,Married,Relative,Housewife,Graduate
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,4562,2010,Assault & Modesty-related,April,Morning,Chennai,8.576117605,69.57730112,48,31-50,OBC,Married,Husband,Unknown,Illiterate
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,1,2010,Assault & Modesty-related,June,Morning,Visakhapatnam,25.81579744,72.05317312,22,18-30,SC,Married,Husband,Housewife,Graduate
Assam,INSULT TO THE MODESTY OF WOMEN,20,2010,Assault & Modesty-related,November,Night,Indore,36.47670976,73.13047581,20,18-30,OBC,Married,Stranger,Student,Secondary
Bihar,INSULT TO THE MODESTY OF WOMEN,16,2010,Assault & Modesty-related,February,Evening,Warangal,8.428095359,89.34979455,39,31-50,OBC,Widowed,Relative,Housewife,Secondary
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,182,2010,Assault & Modesty-related,August,Morning,Chandigarh,34.01576252,92.98175018,25,18-30,General,Unmarried,Acquaintance,Student,Secondary
Goa,INSULT TO THE MODESTY OF WOMEN,16,2010,Assault & Modesty-related,June,Night,Mumbai,11.61933242,68.86611659,47,31-50,SC,Married,Relative,Labourer,Primary
Gujarat,INSULT TO THE MODESTY OF WOMEN,110,2010,Assault & Modesty-related,February,Evening,Bhubaneswar,32.69426136,91.37952514,20,18-30,General,Widowed,Husband,Student,Primary
Haryana,INSULT TO THE MODESTY OF WOMEN,580,2010,Assault & Modesty-related,September,Afternoon,Coimbatore,35.06153566,73.51426556,21,18-30,OBC,Married,Stranger,Housewife,Graduate
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,78,2010,Assault & Modesty-related,December,Afternoon,Aligarh,34.36202648,68.63044108,20,18-30,OBC,Married,Husband,Student,Secondary
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,262,2010,Assault & Modesty-related,April,Evening,Jalandhar,36.75471675,73.41623502,20,18-30,SC,Widowed,Stranger,Student,Secondary
Jharkhand,INSULT TO THE MODESTY OF WOMEN,16,2010,Assault & Modesty-related,January,Evening,Patna,14.99608671,75.86154832,44,31-50,OBC,Married,Husband,Labourer,Graduate
Karnataka,INSULT TO THE MODESTY OF WOMEN,83,2010,Assault & Modesty-related,May,Evening,Dehradun,10.46313992,94.75858051,19,18-30,SC,Married,Husband,Student,Primary
Kerala,INSULT TO THE MODESTY OF WOMEN,537,2010,Assault & Modesty-related,July,Afternoon,Patna,9.907980039,90.05726202,45,31-50,Unknown,Married,Relative,Housewife,Graduate
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,918,2010,Assault & Modesty-related,November,Night,Vijayawada,23.17887898,71.79107063,32,31-50,ST,Married,Acquaintance,Housewife,Graduate
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1180,2010,Assault & Modesty-related,October,Afternoon,Mumbai,9.801942142,83.97447806,36,31-50,OBC,Widowed,Husband,Working Professional,Primary
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2010,Assault & Modesty-related,October,Morning,Jaipur,14.2224324,82.18407952,46,31-50,SC,Married,Acquaintance,Working Professional,Graduate
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2010,Assault & Modesty-related,January,Evening,Agra,31.19148177,84.15451232,18,18-30,General,Unmarried,Neighbor,Labourer,Graduate
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,2010,Assault & Modesty-related,February,Afternoon,Bhubaneswar,26.16081243,93.60715234,24,18-30,OBC,Unmarried,Stranger,Labourer,Secondary
Nagaland,INSULT TO THE MODESTY OF WOMEN,3,2010,Assault & Modesty-related,April,Evening,Agra,30.65074566,82.26140471,20,18-30,OBC,Unmarried,Husband,Student,Unknown
Odisha,INSULT TO THE MODESTY OF WOMEN,232,2010,Assault & Modesty-related,October,Night,Agra,26.95729912,92.83667167,25,18-30,SC,Married,Relative,Housewife,Graduate
Punjab,INSULT TO THE MODESTY OF WOMEN,38,2010,Assault & Modesty-related,December,Morning,Hyderabad,35.65840468,77.01908011,15,<18,OBC,Unmarried,Stranger,Unknown,Primary
Rajasthan,INSULT TO THE MODESTY OF WOMEN,23,2010,Assault & Modesty-related,November,Afternoon,Kolkata,28.64754685,72.23140389,20,18-30,Unknown,Widowed,Relative,Student,Secondary
Sikkim,INSULT TO THE MODESTY OF WOMEN,0,2010,Assault & Modesty-related,September,Night,Kalaburagi,24.51295307,71.43730552,34,31-50,OBC,Divorced,Neighbor,Working Professional,Secondary
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,638,2010,Assault & Modesty-related,April,Night,Aligarh,20.8708187,90.51579238,49,31-50,SC,Married,Relative,Unknown,Graduate
Tripura,INSULT TO THE MODESTY OF WOMEN,9,2010,Assault & Modesty-related,August,Morning,Amritsar,21.87893901,91.62104774,20,18-30,General,Widowed,Relative,Student,Primary
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,11,2010,Assault & Modesty-related,April,Morning,Amritsar,9.897271793,77.84366793,31,31-50,SC,Married,Acquaintance,Unemployed,Primary
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,165,2010,Assault & Modesty-related,June,Morning,Vijayawada,25.43418712,76.0399013,29,18-30,Unknown,Unmarried,Relative,Unemployed,Secondary
